C,T,M,Nome,Squadra,Quotazione,ID,EID
D,D,E,Zappacosta,Atalanta,13,554,554
D,D,Dc,Bremer,Juventus,13,2788,2788
D,D,Dc,Buongiorno,Napoli,13,2724,2724
D,D,Ds;E,Tavares N.,Lazio,12,5620,5620
D,D,Dc,Hien,Atalanta,11,6046,6046
D,D,E,Dodò,Fiorentina,11,5885,5885
D,D,Ds;E,Estupinan,Milan,11,5273,5273
D,D,Dc,Rrahmani,Napoli,11,4409,4409
D,D,Dc,Mancini,Roma,11,2296,2296
D,D,Dc,Solet,Udinese,11,6956,6956
D,D,Ds;E,Martin,Genoa,10,2593,2593
D,D,B;Ds;E,Carlos Augusto,Inter,10,5877,5877
D,D,Dc,Beukema,Napoli,10,6202,6202
D,D,Ds;E,Olivera,Napoli,10,5840,5840
D,D,Ds;E,Valeri,Parma,10,5862,5862
D,D,Dc,N'Dicka,Roma,10,4317,4317
D,D,Dd;Dc,Kossounou,Atalanta,9,5578,5578
D,D,Ds;E,Miranda J.,Bologna,9,4734,4734
D,D,Ds;Dc,Vasquez,Genoa,9,5514,5514
D,D,Dc,Acerbi,Inter,9,513,513
D,D,Dc,Bisseck,Inter,9,6217,6217
D,D,Dc,De Vrij,Inter,9,322,322
D,D,Dd;Dc,Kalulu,Juventus,9,4976,4976
D,D,Dc,Gila,Lazio,9,5833,5833
D,D,Dc,Djimsiti,Atalanta,8,787,787
D,D,Dc,Scalvini,Atalanta,8,5526,5526
D,D,Dc,Lucumì,Bologna,8,6042,6042
D,D,Dc,Vitik,Bologna,8,7068,7068
D,D,Dd;E,Holm,Bologna,8,5678,5678
D,D,Dd;Dc,De Winter,Genoa,8,5739,5739
D,D,Dd;Dc,Pavard,Inter,8,4177,4177
D,D,Dc,Gatti,Juventus,8,5831,5831
D,D,E,Joao Mario,Juventus,8,7175,7175
D,D,Dc,Romagnoli,Lazio,8,460,460
D,D,Dd;Ds;E,Marusic,Lazio,8,2188,2188
D,D,Dc,Baschirotto,Cremonese,8,5835,5835
D,D,Dc,Gaspar K.,Lecce,8,6632,6632
D,D,Dc,Tomori,Milan,8,4751,4751
D,D,B;Dd;E,Delprato,Parma,8,6664,6664
D,D,Dc,Coco,Torino,8,6642,6642
D,D,Dc,Ismajli,Torino,8,5010,5010
D,D,Ds;E,Biraghi,Torino,8,252,252
D,D,Dd;E,Tchatchoua,Verona,8,6480,6480
D,D,B;Ds;E,Kolasinac,Atalanta,7,2640,2640
D,D,Dc,Luperto,Cagliari,7,393,393
D,D,Dc,Mina,Cagliari,7,4210,4210
D,D,Dc,Comuzzo,Fiorentina,7,6495,6495
D,D,Dc,Marì,Fiorentina,7,4904,4904
D,D,Ds;Dc,Ranieri L.,Fiorentina,7,4378,4378
D,D,Ds;Dc,Kelly L.,Juventus,7,6766,6766
D,D,Dc,Pavlovic,Milan,7,5022,5022
D,D,Ds;E,Spinazzola,Napoli,7,1852,1852
D,D,Dc,Leoni,Parma,7,6887,6887
D,D,B;Dd;E,Celik,Roma,7,4657,4657
D,D,Dc,Maripan,Torino,7,4665,4665
D,D,Dd;E,Lazaro,Torino,7,4385,4385
D,D,Ds;E,Kamara H.,Udinese,7,5555,5555
D,D,B;Ds;E,Ahanor,Atalanta,6,6916,6916
D,D,B;Dd;E,Zappa,Cagliari,6,4461,4461
D,D,Dd;E,Vojvoda,Como,6,4994,4994
D,D,Ds;E,Valle,Como,6,6867,6867
D,D,Dc,Gabbia,Milan,6,4401,4401
D,D,Ds;E,Doig,Sassuolo,6,5851,5851
D,D,Dc,Bertola,Udinese,6,5820,5820
D,D,Dd;Dc,Posch,Bologna,5,6066,6066
D,D,Ds;E,Lykogiannis,Bologna,5,2653,2653
D,D,Dc,Kempf,Como,5,6893,6893
D,D,Dd;E,Floriani Mussolini,Cremonese,5,7131,7131
D,D,Ds;E,Pezzella Giu.,Cremonese,5,770,770
D,D,Dc,Pongracic,Fiorentina,5,5603,5603
D,D,E,Parisi,Fiorentina,5,5449,5449
D,D,Dd;Ds;E,Sabelli,Genoa,5,791,791
D,D,B;Ds;E,Cabal,Juventus,5,6039,6039
D,D,Ds;E,Gallo,Lecce,5,4502,4502
D,D,Dd;Ds;E,Jimenez A.,Milan,5,6531,6531
D,D,Dc,Circati,Parma,5,6663,6663
D,D,Ds;E,Angori,Pisa,5,7143,7143
D,D,B;Dd;E,Rensch,Roma,5,6986,6986
D,D,Dc,Muharemovic,Sassuolo,5,7155,7155
D,D,Dd;Dc,Walukiewicz,Sassuolo,5,4374,4374
D,D,Dd;Dc,Kristensen T.,Udinese,5,6485,6485
D,D,Dd;E,Ehizibue,Udinese,5,6047,6047
D,D,Dc,Unai Nunez,Verona,5,6894,6894
D,D,Dc,Ostigard,Genoa,5,5750,5750
D,D,Dc,Casale,Bologna,4,5498,5498
D,D,Dd;E,De Silvestri,Bologna,4,487,487
D,D,Ds;Dc,Obert,Cagliari,4,5701,5701
D,D,Dc,Dossena,Como,4,6230,6230
D,D,Dc,Goldaniga,Como,4,418,418
D,D,Dd;E,Van Der Brempt,Como,4,6896,6896
D,D,Dc,Folino,Cremonese,4,7130,7130
D,D,Dd;Dc,Ceccherini,Cremonese,4,1891,1891
D,D,Dc,Viti,Fiorentina,4,5718,5718
D,D,B;Dd;E,Darmian,Inter,4,2525,2525
D,D,Dc,Gigot,Lazio,4,5899,5899
D,D,Dd;Dc,Patric,Lazio,4,327,327
D,D,Dd;E,Lazzari,Lazio,4,2263,2263
D,D,Dd;Dc,Kouassi,Lecce,4,7136,7136
D,D,Dc,Thiaw,Milan,4,6055,6055
D,D,Dc,Valenti,Parma,4,5307,5307
D,D,Dc,Caracciolo A.,Pisa,4,2273,2273
D,D,Dc,Mateus Lusuardi,Pisa,4,6411,6411
D,D,E,Salah-Eddine,Roma,4,7020,7020
D,D,Dc,Romagna,Sassuolo,4,2279,2279
D,D,Dd;E,Pedersen,Torino,4,6426,6426
D,D,Dc,Ghilardi,Verona,4,6631,6631
D,D,Dc,Valentini N.,Verona,4,6957,6957
D,D,Ds;Dc,Ebosse,Verona,4,5994,5994
D,D,Dc,Ramon,Como,4,6869,6869
D,D,E,Palestra,Atalanta,3,6832,6832
D,D,Dc,Erlic,Bologna,3,4982,4982
D,D,Ds;E,Idrissi R.,Cagliari,3,7125,7125
D,D,Ds;E,Moreno Alb.,Como,3,5435,5435
D,D,Dc,Bianchetti,Cremonese,3,612,612
D,D,Ds;E,Azzi,Cremonese,3,6231,6231
D,D,Dd;Ds;E,Barbieri,Cremonese,3,6013,6013
D,D,E,Fortini,Fiorentina,3,7069,7069
D,D,Dc,Marcandalli,Genoa,3,6660,6660
D,D,Dd;Dc,Vogliacco,Genoa,3,6245,6245
D,D,Dd;E,Norton-Cuffy,Genoa,3,6814,6814
D,D,Dc,Rugani,Juventus,3,294,294
D,D,B;Dd;E,Savona,Juventus,3,6802,6802
D,D,Dc,Provstgaard,Lazio,3,7012,7012
D,D,Ds;E,Pellegrini Lu.,Lazio,3,2728,2728
D,D,Dd;Ds;E,Hysaj,Lazio,3,140,140
D,D,Dc,Jean,Lecce,3,6883,6883
D,D,Ds;E,Bartesaghi,Milan,3,6496,6496
D,D,Dc,Marianucci,Napoli,3,6809,6809
D,D,Ds;Dc,Juan Jesus,Napoli,3,256,256
D,D,Dd;E,Zanoli,Napoli,3,5527,5527
D,D,Dd;Ds;E,Mazzocchi,Napoli,3,5481,5481
D,D,Dc,Balogh,Parma,3,5353,5353
D,D,Dc,Canestrelli,Pisa,3,7139,7139
D,D,B;Dd;E,Calabresi,Pisa,3,2745,2745
D,D,Dc,Hermoso,Roma,3,4807,4807
D,D,Dc,Odenthal,Sassuolo,3,7154,7154
D,D,Dc,Schuurs,Torino,3,6041,6041
D,D,B;Ds;E,Masina,Torino,3,49,49
D,D,Dc,Giannetti L.,Udinese,3,6533,6533
D,D,Dc,Kabasele,Udinese,3,4263,4263
D,D,Ds;E,Zemura,Udinese,3,6211,6211
D,D,E,Rui Modesto,Udinese,3,6900,6900
D,D,Ds;E,Frese,Verona,3,6639,6639
D,D,Dc,Bonfanti,Atalanta,2,6444,6444
D,D,Dd;E,Di Pardo,Cagliari,2,5406,5406
D,D,Dd;Dc,Smolcic I.,Como,2,7014,7014
D,D,Ds;Dc,Jack,Como,2,6944,6944
D,D,Dc,Ravanelli,Cremonese,2,5860,5860
D,D,Dc,Otoa,Genoa,2,6977,6977
D,D,Dd;Ds;E,Terracciano F.,Milan,2,5812,5812
D,D,Dd;E,Hainaut,Parma,2,6821,6821
D,D,Ds;E,Lovik,Parma,2,6965,6965
D,D,Dd;Dc,Rus,Pisa,2,7141,7141
D,D,Dc,Kumbulla,Roma,2,4495,4495
D,D,Dd;E,Missori,Sassuolo,2,6189,6189
D,D,Ds;E,Pieragnolo,Sassuolo,2,7156,7156
D,D,Dc,Slotsager,Verona,2,7011,7011
D,D,B;Dd;E,Oyegoke,Verona,2,6992,6992
D,D,Dc,Ilic M.,Bologna,1,6551,6551
D,D,Ds;Dc,Veroli,Cagliari,1,6636,6636
D,D,Dd;Ds;E,Sernicola,Cremonese,1,2847,2847
D,D,Ds;E,Rouhi,Juventus,1,6803,6803
D,D,Dc,Tiago Gabriel,Lecce,1,6989,6989
D,D,Dd;Dc,Perez M.,Lecce,1,7164,7164
D,D,Dd;E,Veiga D.,Lecce,1,6990,6990
D,D,Ds;E,Ndaba,Lecce,1,7182,7182
D,D,Dc,Coppola F.,Pisa,1,7140,7140
D,D,Dc,Mbambi,Pisa,1,7170,7170
D,D,Dd;E,Esteves T.,Pisa,1,7142,7142
D,D,Dd;E,Abdulhamid,Roma,1,6885,6885
D,D,Dd;E,Paz Y.,Sassuolo,1,6431,6431
D,D,Dd;E,Dembelè A.,Torino,1,6826,6826
D,D,Dc,Palma,Udinese,1,6925,6925
C,C,W;A,Orsolini,Bologna,30,2167,2167
C,C,T;A,Pulisic,Milan,28,2423,2423
C,C,W;A,Zaccagni,Lazio,26,632,632
C,C,C;T,McTominay,Napoli,26,4777,4777
C,C,T;A,Gudmundsson A.,Fiorentina,24,5800,5800
C,C,M;C,Calhanoglu,Inter,23,2194,2194
C,C,T,De Bruyne,Napoli,23,2517,2517
C,C,T;A,Paz N.,Como,20,6875,6875
C,C,W;A,Conceicao,Juventus,18,6884,6884
C,C,T;A,Odgaard,Bologna,16,2765,2765
C,C,M;C,Thuram K.,Juventus,16,5562,5562
C,C,M;C,Ederson D.S.,Atalanta,15,5792,5792
C,C,M;C,Zambo Anguissa,Napoli,15,4220,4220
C,C,W,Politano,Napoli,15,536,536
C,C,T,Vlasic,Torino,15,5687,5687
C,C,M;C,Mandragora,Fiorentina,14,1933,1933
C,C,C,Barella,Inter,14,1870,1870
C,C,C;T,Frattesi,Inter,14,2848,2848
C,C,C;T,Koopmeiners,Juventus,14,5685,5685
C,C,W;A,Isaksen,Lazio,14,6398,6398
C,C,M;C,Konè M.,Roma,14,5589,5589
C,C,W;A,Neres,Napoli,13,6831,6831
C,C,W;A,Ondrejka,Parma,13,6984,6984
C,C,M;C,De Roon,Atalanta,12,22,22
C,C,T,Samardzic,Atalanta,12,5119,5119
C,C,C;T,Caqueret,Como,12,5036,5036
C,C,C;W;T,Da Cunha,Como,12,5559,5559
C,C,W;T,Vandeputte,Cremonese,12,7133,7133
C,C,W;T,Gronbaek,Genoa,12,6722,6722
C,C,M;C,Locatelli,Juventus,12,827,827
C,C,E;W,Saelemaekers,Milan,12,4892,4892
C,C,C,Modric,Milan,12,2606,2606
C,C,C,Sohm,Parma,12,5319,5319
C,C,W;T,Tramoni M.,Pisa,12,5318,5318
C,C,C;T,Casadei,Torino,12,5888,5888
C,C,M;C,Freuler,Bologna,11,788,788
C,C,C;T,Ferguson,Bologna,11,5858,5858
C,C,C;T,Fazzini,Fiorentina,11,6010,6010
C,C,T;A,Carboni V.,Genoa,11,6106,6106
C,C,C,Guendouzi,Lazio,11,4186,4186
C,C,C;T,Dele-Bashiru,Lazio,11,6629,6629
C,C,M;C,Fofana Y.,Milan,11,4686,4686
C,C,C,Bernabè,Parma,11,6666,6666
C,C,W;A,Man,Parma,11,5393,5393
C,C,C;T,Pellegrini Lo.,Roma,11,530,530
C,C,C;T,Fabbian,Bologna,10,6206,6206
C,C,T;A,Vazquez,Cremonese,10,449,449
C,C,M;C,McKennie,Juventus,10,4973,4973
C,C,W;A,Pierotti,Lecce,10,6549,6549
C,C,M;C,Ricci S.,Milan,10,5453,5453
C,C,C;T,Anjorin,Torino,10,6889,6889
C,C,C;T,Ekkelenkamp,Udinese,10,6684,6684
C,C,C;T,Pasalic,Atalanta,9,2077,2077
C,C,T;A,Maldini,Atalanta,9,4896,4896
C,C,W;A,Bernardeschi,Bologna,9,184,184
C,C,C;T,Folorunsho,Cagliari,9,6252,6252
C,C,T,Baturina,Como,9,7126,7126
C,C,M;C,Frendrup,Genoa,9,5791,5791
C,C,C,Sucic P.,Inter,9,7070,7070
C,C,C;T,Mkhitaryan,Inter,9,2529,2529
C,C,W,Tete Morente,Lecce,9,6634,6634
C,C,M;C,Lobotka,Napoli,9,4287,4287
C,C,M;C,Cristante,Roma,9,779,779
C,C,M;C,El Aynaoui,Roma,9,6271,6271
C,C,C,Lovric,Udinese,9,5850,5850
C,C,W;T,Suslov,Verona,9,6486,6486
C,C,C;T,Brescianini,Atalanta,8,4947,4947
C,C,M;C,Pobega,Bologna,8,5298,5298
C,C,T,Gaetano,Cagliari,8,4364,4364
C,C,M;C,Perrone,Como,8,6151,6151
C,C,M;C,Collocolo,Cremonese,8,7132,7132
C,C,C,Fagioli,Fiorentina,8,4465,4465
C,C,C;W,Messias,Genoa,8,4970,4970
C,C,C;T,Malinovskyi,Genoa,8,4427,4427
C,C,C;T,Stanciu,Genoa,8,7135,7135
C,C,M;C,Rovella,Lazio,8,4459,4459
C,C,C;T,Helgason,Lecce,8,5872,5872
C,C,C;T,Loftus-Cheek,Milan,8,4199,4199
C,C,W,El Shaarawy,Roma,8,795,795
C,C,T;A,Baldanzi,Roma,8,5823,5823
C,C,C;T,Thorstvedt,Sassuolo,8,5844,5844
C,C,C;T,Valoti,Cremonese,7,2274,2274
C,C,E;W,Luis Henrique,Inter,7,5301,5301
C,C,E;W,Weah,Juventus,7,4662,4662
C,C,M;C,Coulibaly L.,Lecce,7,5504,5504
C,C,M;C,Gilmour,Napoli,7,5131,5131
C,C,C,Hernani,Parma,7,4423,4423
C,C,C,Pisilli,Roma,7,6190,6190
C,C,C,Ilic,Torino,7,5007,5007
C,C,W;T,Harroui,Verona,7,5688,5688
C,C,W,Felici,Cagliari,6,6640,6640
C,C,E;W,Zalewski,Inter,6,5422,5422
C,C,M;C,Vecino,Lazio,6,181,181
C,C,M;C,Maleh,Lecce,6,5457,5457
C,C,M;C,Pierret,Lecce,6,6633,6633
C,C,M;C,Ramadani,Lecce,6,6394,6394
C,C,C;W,Musah,Milan,6,5295,5295
C,C,M;C,Keita M.,Parma,6,6898,6898
C,C,E;M,Piccinini G.,Pisa,6,7145,7145
C,C,E;M,Tourè I.,Pisa,6,7146,7146
C,C,M;C,Marin M.,Pisa,6,7149,7149
C,C,M;C,Boloca,Sassuolo,6,6219,6219
C,C,M;C,Konè I.,Sassuolo,6,6717,6717
C,C,W,Fadera,Sassuolo,6,6815,6815
C,C,M;C,Karlstrom,Udinese,6,6680,6680
C,C,C,Atta,Udinese,6,6908,6908
C,C,M;C,Adopo,Cagliari,5,4870,4870
C,C,M;C,Deiola,Cagliari,5,1871,1871
C,C,W,Zanimacchia,Cremonese,5,2842,2842
C,C,M;C,Masini,Genoa,5,6917,6917
C,C,C;W,Ellertsson,Genoa,5,6020,6020
C,C,C;T,Thorsby,Genoa,5,4404,4404
C,C,C;T,Miretti,Juventus,5,5813,5813
C,C,M;C,Cataldi,Lazio,5,333,333
C,C,M;C,Ordonez C.,Parma,5,7138,7138
C,C,W;T,Volpato,Sassuolo,5,5735,5735
C,C,M;C,Tameze,Torino,5,4890,4890
C,C,C,Gineitis,Torino,5,6170,6170
C,C,C,Serdar,Verona,5,6458,6458
C,C,M;C,Mazzitelli,Cagliari,5,1976,1976
C,C,M;C,Sulemana I.,Atalanta,4,6024,6024
C,C,C,Aebischer,Bologna,4,5784,5784
C,C,M;C,Sergi Roberto,Como,4,4284,4284
C,C,M;C,Grassi,Cremonese,4,27,27
C,C,M;C,Richardson,Fiorentina,4,6804,6804
C,C,M;C,Asllani,Inter,4,5719,5719
C,C,C;T,Zielinski,Inter,4,152,152
C,C,E;W,Kostic,Juventus,4,4711,4711
C,C,M;C,Belahyane,Lazio,4,6191,6191
C,C,W,Chukwueze,Milan,4,4856,4856
C,C,M;C,Ghion,Sassuolo,4,4930,4930
C,C,M;C,Lipani,Sassuolo,4,6246,6246
C,C,C,Payero,Udinese,4,6481,6481
C,C,C,Bernede,Verona,4,7028,7028
C,C,C;T,Kastanos,Verona,4,2117,2117
C,C,M;C,El Azzouzi,Bologna,3,6225,6225
C,C,M;C,Moro N.,Bologna,3,6054,6054
C,C,M;C,Prati,Cagliari,3,6424,6424
C,C,M;C,Castagnetti,Cremonese,3,5863,5863
C,C,W,Venturino,Genoa,3,6980,6980
C,C,C,Douglas Luiz,Juventus,3,4911,4911
C,C,C;T,Berisha M.,Lecce,3,6015,6015
C,C,C;T,Rafia,Lecce,3,6222,6222
C,C,M;C,Bondo,Milan,3,5992,5992
C,C,E;W,Zerbin,Cremonese,3,5998,5998
C,C,C,Vural,Pisa,3,7150,7150
C,C,C;T,Akinsamiro,Pisa,3,6593,6593
C,C,M;C,Niasse,Verona,3,5540,5540
C,C,M;C,Engelhardt,Como,2,6676,6676
C,C,M;C,Pickel,Cremonese,2,5857,5857
C,C,M;C,Ndour,Fiorentina,2,6294,6294
C,C,T,Sabiri,Fiorentina,2,5788,5788
C,C,M;C,Estevez,Parma,2,5290,5290
C,C,W,Leris,Pisa,2,2334,2334
C,C,M;C,Zarraga,Udinese,2,6212,6212
C,C,C,Santiago,Verona,2,7177,7177
C,C,M;C,Liteta,Cagliari,1,7165,7165
C,C,M;C,Braunoder,Como,1,6656,6656
C,C,T,Alli,Como,1,2553,2553
C,C,M;C,Bianco,Fiorentina,1,5516,5516
C,C,C,Basic,Lazio,1,5674,5674
C,C,M;C,Kaba,Lecce,1,6410,6410
C,C,T,Marchwinski,Lecce,1,6645,6645
C,C,W;T,Liberali,Milan,1,6678,6678
C,C,M;C,Hojholt,Pisa,1,7147,7147
C,C,W;T,Arena,Pisa,1,7151,7151
C,C,C,Iannoni,Sassuolo,1,7157,7157
C,C,T;A,Pafundi,Udinese,1,5824,5824
A,A,Pc,Martinez L.,Inter,34,2764,2764
A,A,Pc,Kean,Fiorentina,33,2097,2097
A,A,Pc,Lukaku,Napoli,31,2531,2531
A,A,A,Lookman,Atalanta,29,4730,4730
A,A,Pc,Thuram,Inter,29,4871,4871
A,A,Pc,David,Juventus,27,5544,5544
A,A,A,Dybala,Roma,26,309,309
A,A,Pc,Gimenez,Milan,25,7008,7008
A,A,A,Yildiz,Juventus,24,6434,6434
A,A,Pc,Vlahovic,Juventus,24,2841,2841
A,A,A,Leao,Milan,24,4510,4510
A,A,A,De Ketelaere,Atalanta,22,5995,5995
A,A,Pc,Castellanos,Lazio,21,6226,6226
A,A,Pc,Dovbyk,Roma,21,6675,6675
A,A,A,Berardi,Sassuolo,21,531,531
A,A,Pc,Dia,Lazio,20,5672,5672
A,A,Pc,Krstovic,Lecce,20,6435,6435
A,A,A,Soulè,Roma,20,5734,5734
A,A,Pc,Zapata D.,Torino,20,608,608
A,A,Pc,Scamacca,Atalanta,19,2137,2137
A,A,Pc,Castro S.,Bologna,19,6572,6572
A,A,Pc,Immobile,Bologna,19,785,785
A,A,A,Lang,Napoli,19,7120,7120
A,A,Pc,Ferguson E.,Roma,19,6365,6365
A,A,Pc,Piccoli,Cagliari,17,4359,4359
A,A,W;A,Diao,Como,17,6967,6967
A,A,Pc,Pinamonti,Sassuolo,16,2038,2038
A,A,A,Thauvin,Udinese,16,2369,2369
A,A,Pc,Dzeko,Fiorentina,15,647,647
A,A,Pc,Lucca,Napoli,15,6215,6215
A,A,A,Laurientè,Sassuolo,15,6060,6060
A,A,W;A,Kuhn,Como,14,7128,7128
A,A,A,Adams C.,Torino,14,6646,6646
A,A,A,Pedro,Lazio,13,2489,2489
A,A,A,Raspadori,Napoli,13,4371,4371
A,A,Pc,Pellegrino M.,Parma,13,7023,7023
A,A,A,Luvumbo,Cagliari,12,5297,5297
A,A,Pc,Colombo,Genoa,12,4923,4923
A,A,Pc,Vitinha O.,Genoa,12,6164,6164
A,A,W;A,Gonzalez N.,Juventus,12,4179,4179
A,A,Pc,Camarda,Lecce,12,6519,6519
A,A,Pc,Davis K.,Udinese,12,5637,5637
A,A,A,Cambiaghi,Bologna,11,4436,4436
A,A,Pc,Dallinga,Bologna,10,6643,6643
A,A,Pc,Cutrone,Como,10,2155,2155
A,A,A,Sulemana K.,Atalanta,9,5918,5918
A,A,W;A,Dominguez B.,Bologna,9,6895,6895
A,A,Pc,Djuric,Parma,9,5471,5471
A,A,A,Ngonge,Torino,9,6145,6145
A,A,A,Aboukhlal,Torino,9,7183,7183
A,A,Pc,Douvikas,Como,8,7017,7017
A,A,Pc,De Luca,Cremonese,8,5512,5512
A,A,Pc,Simeone,Napoli,8,2061,2061
A,A,A,Sarr A.,Verona,8,6159,6159
A,A,Pc,Tourè E.,Atalanta,7,6229,6229
A,A,W;A,Addai,Como,7,7127,7127
A,A,A,Johnsen,Cremonese,7,5496,5496
A,A,A,Beltran L.,Fiorentina,7,6409,6409
A,A,A,Esposito Se.,Inter,7,4463,4463
A,A,Pc,Esposito F.P.,Inter,7,7071,7071
A,A,A,Noslin,Lazio,7,6556,6556
A,A,Pc,Sanabria,Torino,7,479,479
A,A,A,Sanchez,Udinese,7,2475,2475
A,A,A,Bravo,Udinese,6,6653,6653
A,A,Pc,Mosquera,Verona,6,6630,6630
A,A,Pc,Borrelli,Cagliari,5,6243,6243
A,A,W;A,Rodriguez Je.,Como,5,7129,7129
A,A,A,Okereke,Cremonese,5,5515,5515
A,A,Pc,Bonny,Inter,5,6669,6669
A,A,W;A,Banda,Lecce,5,6001,6001
A,A,W;A,N'Dri,Lecce,5,7001,7001
A,A,A,Moreo,Pisa,5,5455,5455
A,A,A,Pierini,Sassuolo,5,1842,1842
A,A,Pc,Mulattieri,Sassuolo,5,6205,6205
A,A,Pc,Taremi,Inter,4,6628,6628
A,A,A,Okafor,Milan,4,6227,6227
A,A,W;A,Almqvist,Parma,4,6207,6207
A,A,Pc,Lind,Pisa,4,7153,7153
A,A,Pc,Bayo V.,Udinese,4,7161,7161
A,A,W;A,Karlsson,Bologna,3,6459,6459
A,A,W;A,Cancellieri,Lazio,3,5500,5500
A,A,A,Brenner,Udinese,3,6213,6213
A,A,Pc,Rocha Livramento,Verona,3,6644,6644
A,A,A,Ekuban,Genoa,2,5506,5506
A,A,Pc,Meister,Pisa,2,6836,6836
A,A,Pc,Alvarez A.,Sassuolo,2,5845,5845
A,A,Pc,Pavoletti,Cagliari,1,247,247
A,A,Pc,Azon,Como,1,7027,7027
A,A,Pc,Gabrielloni,Como,1,6657,6657
A,A,A,Bonazzoli,Cremonese,1,505,505
A,A,Pc,Nasti,Cremonese,1,7134,7134
A,A,A,Ekhator,Genoa,1,6822,6822
A,A,Pc,Milik,Juventus,1,2012,2012
A,A,A,Benedyczak,Parma,1,6667,6667
A,A,A,Buffon L.,Pisa,1,7171,7171
A,A,Pc,Bonfanti N.,Pisa,1,7152,7152
A,A,Pc,Moro L.,Sassuolo,1,7158,7158
A,A,Pc,Skjellerup,Sassuolo,1,7159,7159
A,A,A,Njie,Torino,1,6827,6827
A,A,Pc,Pizarro,Udinese,1,6635,6635
A,A,A,Giovane,Verona,1,7162,7162
